"filename", "language", "C#", "JSON", "XML", "comment", "blank", "total"
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\EnemyEffect\BuffAtkByDerNumber.cs", "C#", 24, 0, 0, 0, 1, 25
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\EnemyEffect\EnemyNormalAttack.cs", "C#", 35, 0, 0, 0, 3, 38
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\EnemyEffect\GroupDamage1.cs", "C#", 25, 0, 0, 0, 2, 27
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\EnemyEffect\GroupDebuff.cs", "C#", 27, 0, 0, 0, 2, 29
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\EnemyEffect\RandomDamage.cs", "C#", 23, 0, 0, 0, 2, 25
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\EnemyEffect\RandomSummonDerive.cs", "C#", 31, 0, 0, 0, 2, 33
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\HaloEffect\AddArmorHalo.cs", "C#", 27, 0, 0, 16, 9, 52
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\HaloEffect\AddAroundAtkHalo.cs", "C#", 31, 0, 0, 4, 7, 42
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\HaloEffect\HaloEffect.cs", "C#", 15, 0, 0, 3, 6, 24
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\MultiDamage2Enemy.cs", "C#", 62, 0, 0, 0, 4, 66
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\NewBehaviourScript.cs", "C#", 12, 0, 0, 2, 5, 19
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\NoTargetEffect\AddFirstRowArmour.cs", "C#", 36, 0, 0, 0, 5, 41
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\NoTargetEffect\AllExtraRangeAttack.cs", "C#", 47, 0, 0, 1, 5, 53
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\NoTargetEffect\AttackRandom.cs", "C#", 35, 0, 0, 1, 4, 40
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\NoTargetEffect\BuffByBoardAtkCount.cs", "C#", 27, 0, 0, 3, 1, 31
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\NoTargetEffect\ConditionalRandomSummon.cs", "C#", 37, 0, 0, 4, 3, 44
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\NoTargetEffect\CreatureRainforce.cs", "C#", 47, 0, 0, 3, 2, 52
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\NoTargetEffect\DmgToFriend.cs", "C#", 36, 0, 0, 3, 2, 41
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\NoTargetEffect\DrawCard.cs", "C#", 26, 0, 0, 3, 2, 31
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\NoTargetEffect\GroupDamage.cs", "C#", 50, 0, 0, 0, 5, 55
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\NoTargetEffect\RandomDamage2Enemy.cs", "C#", 45, 0, 0, 2, 6, 53
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\NoTargetEffect\RandomMove.cs", "C#", 12, 0, 0, 2, 5, 19
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\NoTargetEffect\RandomSummonOnSpecificRow.cs", "C#", 41, 0, 0, 3, 2, 46
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\NoTargetEffect\RequireRandomDraw.cs", "C#", 28, 0, 0, 3, 2, 33
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\NoTargetEffect\SelfBuffEffect.cs", "C#", 26, 0, 0, 3, 1, 30
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\OldAssSelection.cs", "C#", 34, 0, 0, 7, 7, 48
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\PermanentStrengthMonster.cs", "C#", 33, 0, 0, 6, 4, 43
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\SingleDamage2SpecifyEnemy.cs", "C#", 36, 0, 0, 3, 2, 41
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\SummonOnFirstRow.cs", "C#", 51, 0, 0, 5, 1, 57
"e:\DragFun\New Unity Project\Assets\Scripts\Cards\SelectorEffect\SwapMonster.cs", "C#", 36, 0, 0, 0, 5, 41
"e:\DragFun\New Unity Project\Assets\Scripts\Debug\RoomSetTest.cs", "C#", 32, 0, 0, 0, 6, 38
"e:\DragFun\New Unity Project\Assets\Scripts\Extension\ListExtension.cs", "C#", 83, 0, 0, 5, 3, 91
"e:\DragFun\New Unity Project\Assets\Scripts\Managers\CardManager.cs", "C#", 330, 0, 0, 2, 43, 375
"e:\DragFun\New Unity Project\Assets\Scripts\Managers\CellManager.cs", "C#", 133, 0, 0, 24, 12, 169
"e:\DragFun\New Unity Project\Assets\Scripts\Managers\DataManager.cs", "C#", 19, 0, 0, 1, 6, 26
"e:\DragFun\New Unity Project\Assets\Scripts\Managers\EffectQueue.cs", "C#", 15, 0, 0, 3, 3, 21
"e:\DragFun\New Unity Project\Assets\Scripts\Managers\EventManager.cs", "C#", 22, 0, 0, 0, 5, 27
"e:\DragFun\New Unity Project\Assets\Scripts\Managers\GameManager.cs", "C#", 83, 0, 0, 5, 10, 98
"e:\DragFun\New Unity Project\Assets\Scripts\Managers\IManager.cs", "C#", 6, 0, 0, 0, 0, 6
"e:\DragFun\New Unity Project\Assets\Scripts\Managers\TurnManager.cs", "C#", 36, 0, 0, 0, 9, 45
"e:\DragFun\New Unity Project\Assets\Scripts\Ref.cs", "C#", 8, 0, 0, 0, 1, 9
"e:\DragFun\New Unity Project\Assets\Scripts\Room\Room.cs", "C#", 6, 0, 0, 0, 4, 10
"e:\DragFun\New Unity Project\Assets\Scripts\Room\RoomSet.cs", "C#", 183, 0, 0, 8, 35, 226
"e:\DragFun\New Unity Project\Assets\Scripts\Room\Rooms\CombatRoom.cs", "C#", 17, 0, 0, 0, 5, 22
"e:\DragFun\New Unity Project\Assets\Scripts\Room\Rooms\EndRoom.cs", "C#", 8, 0, 0, 1, 2, 11
"e:\DragFun\New Unity Project\Assets\Scripts\Room\Rooms\NullRoom.cs", "C#", 10, 0, 0, 0, 4, 14
"e:\DragFun\New Unity Project\Assets\Scripts\Room\Rooms\RoomType.cs", "C#", 9, 0, 0, 0, 3, 12
"e:\DragFun\New Unity Project\Assets\Scripts\Room\Rooms\StartRoom.cs", "C#", 7, 0, 0, 1, 1, 9
"e:\DragFun\New Unity Project\Assets\Scripts\Selection\ISeletableTarget.cs", "C#", 17, 0, 0, 0, 1, 18
"e:\DragFun\New Unity Project\Assets\Scripts\Selection\Selections.cs", "C#", 147, 0, 0, 3, 13, 163
"e:\DragFun\New Unity Project\Assets\Scripts\Visual\Arrow.cs", "C#", 17, 0, 0, 0, 0, 17
"e:\DragFun\New Unity Project\Assets\Scripts\Visual\CardVisual.cs", "C#", 43, 0, 0, 0, 3, 46
"e:\DragFun\New Unity Project\Assets\Scripts\Visual\Cell.cs", "C#", 99, 0, 0, 1, 9, 109
"e:\DragFun\New Unity Project\Assets\Scripts\Visual\EnemyVisual.cs", "C#", 24, 0, 0, 0, 2, 26
"e:\DragFun\New Unity Project\Assets\Scripts\Visual\IUpdateVisual.cs", "C#", 4, 0, 0, 0, 0, 4
"e:\DragFun\New Unity Project\Assets\Scripts\Visual\MonsterCardVisual.cs", "C#", 54, 0, 0, 0, 4, 58
"e:\DragFun\New Unity Project\Assets\Scripts\Visual\SpellCardVisual.cs", "C#", 23, 0, 0, 0, 5, 28
"e:\DragFun\New Unity Project\Assets\Scripts\Visual\ZoomUI.cs", "C#", 14, 0, 0, 1, 4, 19
"e:\DragFun\New Unity Project\Assets\SystemRandom.cs", "C#", 7, 0, 0, 0, 3, 10
"e:\DragFun\New Unity Project\Assets\ViewDeck.cs", "C#", 15, 0, 0, 0, 2, 17
"e:\DragFun\New Unity Project\Packages\manifest.json", "JSON", 0, 40, 0, 0, 1, 41
"e:\DragFun\New Unity Project\UIElementsSchema\UIElements.xsd", "XML", 0, 0, 6, 0, 0, 6
"e:\DragFun\New Unity Project\UIElementsSchema\UnityEditor.Experimental.UIElements.xsd", "XML", 0, 0, 559, 0, 0, 559
"e:\DragFun\New Unity Project\UIElementsSchema\UnityEditor.PackageManager.UI.xsd", "XML", 0, 0, 169, 0, 0, 169
"e:\DragFun\New Unity Project\UIElementsSchema\UnityEngine.Experimental.UIElements.xsd", "XML", 0, 0, 370, 0, 0, 370
"Total", "-", 5277, 50, 1893, 400, 651, 8271
